-0.078532, 8.997215, -2.318634, 1.879261
-0.079862, 8.995786, -2.318608, 1.879530
-0.081089, 8.994467, -2.318588, 1.879778
-0.082366, 8.993095, -2.318568, 1.880035
-0.083788, 8.991567, -2.318547, 1.880321
-0.084957, 8.990310, -2.318530, 1.880555
-0.086333, 8.988832, -2.318511, 1.880830
-0.087503, 8.987575, -2.318495, 1.881064
-0.088776, 8.986207, -2.318477, 1.881317
-0.090071, 8.984814, -2.318457, 1.881575
-0.091344, 8.983445, -2.318436, 1.881827
-0.092619, 8.982074, -2.318413, 1.882079
-0.093909, 8.980686, -2.318387, 1.882334
-0.095185, 8.979312, -2.318359, 1.882586
-0.096474, 8.977924, -2.318327, 1.882839
-0.097750, 8.976550, -2.318292, 1.883090
-0.099105, 8.975090, -2.318251, 1.883355
-0.100308, 8.973792, -2.318210, 1.883590
-0.101735, 8.972252, -2.318158, 1.883869
-0.102867, 8.971030, -2.318113, 1.884089
-0.104157, 8.969637, -2.318058, 1.884339
-0.105500, 8.968187, -2.317998, 1.884600
-0.106729, 8.966859, -2.317941, 1.884838
-0.108036, 8.965445, -2.317878, 1.885090
-0.110463, 8.962820, -2.317759, 1.885558
-0.111698, 8.961484, -2.317696, 1.885794
-0.112889, 8.960195, -2.317632, 1.886023
-0.113728, 8.959287, -2.317585, 1.886183
-0.114442, 8.958513, -2.317544, 1.886319
-0.115696, 8.957155, -2.317471, 1.886558
-0.116952, 8.955794, -2.317393, 1.886797
-0.118228, 8.954410, -2.317311, 1.887040
-0.119509, 8.953020, -2.317226, 1.887282
-0.120822, 8.951595, -2.317137, 1.887531
-0.122176, 8.950126, -2.317044, 1.887786
-0.123352, 8.948848, -2.316961, 1.888008
-0.124613, 8.947478, -2.316873, 1.888245
-0.125944, 8.946033, -2.316779, 1.888494
-0.127284, 8.944577, -2.316685, 1.888745
-0.128455, 8.943304, -2.316603, 1.888963
-0.129761, 8.941885, -2.316514, 1.889207
-0.131026, 8.940510, -2.316429, 1.889442
-0.132322, 8.939101, -2.316343, 1.889682
-0.133569, 8.937746, -2.316261, 1.889913
-0.134905, 8.936293, -2.316173, 1.890160
-0.136116, 8.934977, -2.316093, 1.890382
-0.137423, 8.933555, -2.316007, 1.890623
-0.138946, 8.931898, -2.315904, 1.890902
-0.139978, 8.930775, -2.315833, 1.891091
-0.141475, 8.929145, -2.315728, 1.891365
-0.142453, 8.928080, -2.315657, 1.891543
-0.143813, 8.926599, -2.315556, 1.891790
-0.145095, 8.925201, -2.315458, 1.892023
-0.146374, 8.923805, -2.315356, 1.892255
-0.147602, 8.922465, -2.315255, 1.892477
-0.148927, 8.921019, -2.315143, 1.892716
-0.150252, 8.919571, -2.315027, 1.892955
-0.151491, 8.918218, -2.314917, 1.893177
-0.152770, 8.916819, -2.314802, 1.893407
-0.153968, 8.915509, -2.314692, 1.893621
-0.155316, 8.914035, -2.314567, 1.893862
-0.156632, 8.912595, -2.314443, 1.894096
-0.157866, 8.911244, -2.314324, 1.894316
-0.159192, 8.909791, -2.314193, 1.894551
-0.160474, 8.908386, -2.314064, 1.894779
-0.161693, 8.907049, -2.313939, 1.894994
-0.162970, 8.905649, -2.313806, 1.895220
-0.164244, 8.904250, -2.313670, 1.895444
-0.165551, 8.902815, -2.313529, 1.895674
-0.166838, 8.901401, -2.313386, 1.895900
-0.168164, 8.899944, -2.313236, 1.896132
-0.169354, 8.898635, -2.313097, 1.896340
-0.170824, 8.897017, -2.312922, 1.896596
-0.171944, 8.895784, -2.312785, 1.896791
-0.173220, 8.894378, -2.312627, 1.897012
-0.174524, 8.892940, -2.312461, 1.897239
-0.175767, 8.891569, -2.312301, 1.897454
-0.176998, 8.890211, -2.312139, 1.897666
-0.178288, 8.888787, -2.311966, 1.897889
-0.179542, 8.887401, -2.311797, 1.898104
-0.180994, 8.885796, -2.311598, 1.898354
-0.182103, 8.884570, -2.311443, 1.898544
-0.183493, 8.883032, -2.311245, 1.898781
-0.184708, 8.881686, -2.311069, 1.898989
-0.186046, 8.880203, -2.310870, 1.899217
-0.187194, 8.878931, -2.310695, 1.899412
-0.188460, 8.877526, -2.310499, 1.899627
-0.189773, 8.876068, -2.310293, 1.899849
-0.190984, 8.874722, -2.310099, 1.900054
-0.192278, 8.873285, -2.309891, 1.900272
-0.193570, 8.871847, -2.309680, 1.900490
-0.194753, 8.870531, -2.309487, 1.900689
-0.196078, 8.869056, -2.309268, 1.900911
-0.197357, 8.867632, -2.309055, 1.901125
-0.198622, 8.866222, -2.308842, 1.901336
-0.199977, 8.864710, -2.308611, 1.901562
-0.201151, 8.863400, -2.308408, 1.901758
-0.202483, 8.861913, -2.308175, 1.901979
-0.203696, 8.860558, -2.307960, 1.902180
-0.205004, 8.859095, -2.307725, 1.902397
-0.206259, 8.857692, -2.307498, 1.902604
-0.207497, 8.856306, -2.307273, 1.902808
-0.208761, 8.854891, -2.307042, 1.903016
-0.210064, 8.853431, -2.306803, 1.903230
-0.211355, 8.851985, -2.306566, 1.903442
-0.212696, 8.850481, -2.306321, 1.903661
-0.213968, 8.849054, -2.306089, 1.903869
-0.215190, 8.847683, -2.305867, 1.904067
-0.216373, 8.846356, -2.305654, 1.904260
-0.217638, 8.844936, -2.305427, 1.904465
-0.218930, 8.843485, -2.305197, 1.904674
-0.220196, 8.842064, -2.304973, 1.904878
-0.221609, 8.840477, -2.304727, 1.905106
-0.222722, 8.839226, -2.304535, 1.905285
-0.224208, 8.837557, -2.304284, 1.905523
-0.225552, 8.836047, -2.304060, 1.905738
-0.226500, 8.834983, -2.303906, 1.905890
-0.227763, 8.833564, -2.303704, 1.906091
-0.229377, 8.831750, -2.303453, 1.906348
-0.232321, 8.828444, -2.303008, 1.906814
-0.233677, 8.826921, -2.302818, 1.907028
-0.234940, 8.825503, -2.302647, 1.907227
-0.236289, 8.823989, -2.302470, 1.907438
-0.237739, 8.822362, -2.302287, 1.907665
-0.239636, 8.820233, -2.302054, 1.907961
-0.240507, 8.819256, -2.301951, 1.908097
-0.241217, 8.818459, -2.301868, 1.908207
-0.242529, 8.816987, -2.301718, 1.908411
-0.243839, 8.815517, -2.301572, 1.908614
-0.245103, 8.814099, -2.301435, 1.908809
-0.246354, 8.812696, -2.301301, 1.909001
-0.247627, 8.811267, -2.301166, 1.909197
-0.249020, 8.809703, -2.301020, 1.909411
-0.252149, 8.806191, -2.300698, 1.909890
-0.253964, 8.804152, -2.300515, 1.910166
-0.255051, 8.802932, -2.300406, 1.910331
-0.255917, 8.801958, -2.300318, 1.910462
-0.260775, 8.796497, -2.299824, 1.911197
-0.262286, 8.794798, -2.299667, 1.911424
-0.263613, 8.793303, -2.299530, 1.911623
-0.264885, 8.791872, -2.299400, 1.911813
-0.266374, 8.790194, -2.299248, 1.912035
-0.267734, 8.788662, -2.299108, 1.912237
-0.268647, 8.787633, -2.299013, 1.912372
-0.274185, 8.781389, -2.298435, 1.913193
-0.275463, 8.779945, -2.298294, 1.913381
-0.276635, 8.778621, -2.298161, 1.913552
-0.277897, 8.777193, -2.298014, 1.913737
-0.279172, 8.775751, -2.297862, 1.913923
-0.280422, 8.774335, -2.297707, 1.914106
-0.281826, 8.772744, -2.297529, 1.914310
-0.282938, 8.771483, -2.297382, 1.914471
-0.284220, 8.770028, -2.297207, 1.914657
-0.285486, 8.768589, -2.297029, 1.914841
-0.286774, 8.767124, -2.296841, 1.915027
-0.288008, 8.765719, -2.296654, 1.915205
